Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,Inoculum description,DT50,log(DT50),Innoculum,StudyT,logfoc,logWSratio,log_Tdose,log_Dose,Disp,bond:C#N_nitrile_generic,bond:C#N_nitrile,bond:CN_amine_aliphatic_generic,bond:CS_sulfide_dialkyl,bond:CS_sulfide,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:alkeneLinear_mono-ene_ehtylene_terminal,chain:alkeneLinear_mono-ene_ethylene_generic,chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[5_6]_indane,ring:fused_[6_6]_naphthalene,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_N_pyrrole,ring:hetero_[5]_N_pyrrole_generic,ring:hetero_[5]_N_S_thiazole,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1_3-Z,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_N_indole,ring:hetero_[5_6]_N_S_benzothiazole_(1_3-),ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6]_N_pyrazine,ring:hetero_[6]_N_pyridine,ring:hetero_[6]_N_pyridine_generic,ring:hetero_[6]_Z_1-,ring:hetero_[6]_Z_1_4-,ring:hetero_[6]_Z_generic,ring:hetero_[6_5_6]_N_carbazole,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,ring:hetero_[6_6]_N_isoquinoline,ring:hetero_[6_6]_N_quinoline,ring:hetero_[6_6]_N_quinoxaline,ring:hetero_[6_6]_Z_generic,ring:hetero_[6_6_6]_N_acridine,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),abs(diff(T)),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_bhcw
552,n-Hentriacontane,n-P,31,630-04-6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,3.553846154,0.550698623,Marine,28,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.195,3.553846154,Sakaya 2019,Potassium nitrate (KNO3) and sodiumtriphosphate pentabasic (Na5P3O10) added,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,250.8,2.3993
553,n-Hentriacontane,n-P,31,630-04-6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,4.846153846,0.685397197,Marine,28,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.143,4.846153846,Sakaya 2019,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,250.8,2.3993
554,n-Hentriacontane,n-P,31,630-04-6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,11.97268085,1.078191406,Marine,18,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.057881773,11.97268085,Sakaya 2019,Potassium nitrate (KNO3) and sodiumtriphosphate pentabasic (Na5P3O10) added,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,250.8,2.3993
555,n-Hentriacontane,n-P,31,630-04-6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,12.789,1.106836587,Marine,18,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.054187192,12.789,Sakaya 2019,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,250.8,2.3993
556,n-Hentriacontane,n-P,31,630-04-6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Marine sediment and seawater (1600m deep),410.1,2.612898978,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,3.4792,First order rate constant,,,0.0017,410.1,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,250.8,2.3993
557,n-Hentriacontane,n-P,31,630-04-6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Marine sediment and seawater (1600m deep),544.2,2.735744725,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,3.8539,First order rate constant,,,0.0013,544.2,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,250.8,2.3993
558,n-Hentriacontane,n-P,31,630-04-6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Marine sediment and seawater (1600m deep),219.4,2.341158358,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,2.1567,First order rate constant,,,0.0032,219.4,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,250.8,2.3993
559,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Marine sediment + mineral media (62 - 1520m deep),15.39178655,1.187289032,Marine,9.5,,1.397940009,-0.072629637,-1.771599641,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA",,4.8 - 20.7,#VALUE!,,Closed microcosms in glass vials capped,0.0052,,,,25,No,,No,Oxygen available in headspace but assessment cannot be made as to whether sufficient available for mineralisation,18,Sealed vessel and normalised to hopane,,Crude oil,Sweet Louisiana crude,Liquid,Mixed directly,0.846,0.01692,0.007026412,Zero order rate constant,,,0.032484858,15.39178655,Nguyen 2018,Unlikely to be enough O2 in headspace for complete mineralisation,Data is average 16 incubations performed at temperatures between 4 and 20oC and pressures of 0.1 and 14.1MPa. Rate constant is derived from two data points only.,N/A,N ,L,L,H,L,N ,N/A,N/A,L,L,H,H,M,L,1.5,1.8,0,1.7,90.37,1.956
560,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,3.447761194,0.537537177,Marine,28,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.201,3.447761194,Sakaya 2019,Potassium nitrate (KNO3) and sodiumtriphosphate pentabasic (Na5P3O10) added,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,90.37,1.956
561,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,4.62,0.664641976,Marine,28,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.15,4.62,Sakaya 2019,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,90.37,1.956
562,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,10.42066667,1.017895504,Marine,18,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.066502463,10.42066667,Sakaya 2019,Potassium nitrate (KNO3) and sodiumtriphosphate pentabasic (Na5P3O10) added,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,90.37,1.956
563,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Beach sediment,12.5048,1.09707675,Marine,18,,-0.045757491,2.84509804,1.146128036,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Beirut, Lebabon","33°57'47.7""N 35°35'55.5""E",,N.D.,,Closed (partially) microcosm in 250mL glass shake flasks. Plugged with non-absorbant cotton wool and incubated under ambient light/dark conditions (assumed),0.1,,,,0.9,Yes,"Rotary Shaker, 200 rpm",Yes,Microcosms partially open,42,Vessels partially sealed. Losses normalised to hopane,,Crude oil,"Light Arabian crude oil. API Gravity at 15oC, 29.22. Kinematic Viscosity at 40oC, 76.5 cSt",Liquid,Mixed directly,700,14,,First order rate constant,,,0.055418719,12.5048,Sakaya 2019,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,90.37,1.956
564,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,"Deepwater marine sediment, Site 27 (300m deep)",399.8244416,2.601869339,Marine,4,,0.563481085,2.808210973,1.303060995,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,North Greenland Sea,"75°00'09.5""N 11°27'29.1""W",Collected August - September 2017,#VALUE!,Stored at 2oC until use,"Closed microcosm, 250mL glass bottle with teflon lined caps",0.03,,,,3.66,No,No description provided ,Yes,No active aeration but oxygen tension did not fall below 15%,70,Vessels completely and individual vessels sacrificed at each time point,Study mentions controls without explicit explanation,Crude oil,Statfjord crude was artificially weathered by evaporating 30 % (v/v) under a gentle stream of nitrogen,Liquid,Mixed directly,643,20.09,17.7288247,First order rate constant,0.982842367,,0.001733261,399.8244416,Johnsen 2019,Busnell Haas ammended,Initial concentration based on total dose divided by number of constituents analysed,N/A,N ,L,L,H,M,N ,N/A,N/A,H,H,H,M,M,L,1.8,2.3,0,2.0,90.37,1.956
565,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,"Deepwater marine sediment, Site 27 (300m deep)",182.0418012,2.260171124,Marine,4,,0.563481085,2.808210973,1.303060995,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,North Greenland Sea,"75°00'09.5""N 11°27'29.1""W",Collected August - September 2017,#VALUE!,Stored at 2oC until use,"Closed microcosm, 250mL glass bottle with teflon lined caps",0.03,,,,3.66,No,No description provided ,Yes,No active aeration but oxygen tension did not fall below 15%,70,Vessels completely and individual vessels sacrificed at each time point,Study mentions controls without explicit explanation,Crude oil,Statfjord crude was artificially weathered by evaporating 30 % (v/v) under a gentle stream of nitrogen,Liquid,Mixed directly,643,20.09,15.46721453,First order rate constant,0.993500179,,0.003806818,182.0418012,Johnsen 2019,No nutrient ammendments,Initial concentration based on total dose divided by number of constituents analysed,N/A,N ,L,L,H,H,N ,N/A,N/A,H,H,H,M,M,L,2.0,2.3,0,2.2,90.37,1.956
566,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Marine sediment and seawater (1600m deep),353.7,2.548658082,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,3.2367,First order rate constant,,,0.0020,353.7,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,90.37,1.956
567,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Coastal mudflat sediment,13.22519084,1.121401948,Marine,22,,0.602059991,4.301029996,1.68085797,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Colne Estuary, Essex, UK",51.810°N 0.979°E,Collected 3 July 2006 at low tide,#VALUE!,Sediment cores and seawater collected and and stored at 4oC for maximum of 6 days,Outdoor mesocosms constructed in plastic containers. 20 sediment cores in 42x32x25.5cm container. Seawater reservior was 45x22x24cm. Sediments were intermittently submerged in seawater to reflect tidal conditions.,1.7,,,,4,No,Intact cores used that were intermittently submerged with seawter,Yes,Open mesocosm and submerged with aerated seawater,21,Abiotic control,Extended Autoclave,Crude oil,Forties blend crude oil artifically weathered to removed volatiles. ,Liquid,Vigorously mixed with sterile seawater at a ratio of 25% (vol/vol) until an emulsion was obtained. Emulsion added to top of each sediment core,20000,47.96,9.82,First order rate constant,0.993165195,,0.0524,13.22519084,Coulon 2012,Daily temperature fluctuations between 15 - 30oC throughout experiment,,N/A,N ,L,L,H,H,Y,N/A,N/A,H,H,L,M,M,H,2.0,2.3,1,2.2,90.37,1.956
568,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Marine sediment and seawater (1600m deep),63.7,1.804365098,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0109,63.7,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,90.37,1.956
569,n-Heptacosane,n-P,27,593-49-7,CCCCCCCCCCCCCCCCCCCCCCCCCCC,Marine sediment and seawater (1600m deep),137.4,2.137880848,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.4596,First order rate constant,,,0.0050,137.4,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,90.37,1.956
570,n-heptadecane,n-P,17,629-78-7,CCCCCCCCCCCCCCCCC,Marine sediment + mineral media (62 - 1520m deep),10.31840957,1.013612762,Marine,9.5,,1.397940009,-0.072629637,-1.771599641,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA",,4.8 - 20.7,#VALUE!,,Closed microcosms in glass vials capped,0.0052,,,,25,No,,No,Oxygen available in headspace but assessment cannot be made as to whether sufficient available for mineralisation,18,Sealed vessel and normalised to hopane,,Crude oil,Sweet Louisiana crude,Liquid,Mixed directly,0.846,0.01692,0.002161912,Zero order rate constant,,,0.04845708,10.31840957,Nguyen 2018,Unlikely to be enough O2 in headspace for complete mineralisation,Data is average 16 incubations performed at temperatures between 4 and 20oC and pressures of 0.1 and 14.1MPa. Rate constant is derived from two data points only.,N/A,N ,L,L,H,L,N ,N/A,N/A,L,L,H,H,M,L,1.5,1.8,0,1.7,25.26,1.4025
